Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,Intel,Xeon E3-1270 v3,176,76.6,888,https://cpu.userbenchmark.com/SpeedTest/11395/IntelR-XeonR-CPU-E3-1270-v3---350GHz
CPU,100-000000084,AMD,Ryzen 5 4500U,177,76.6,7038,https://cpu.userbenchmark.com/SpeedTest/1052299/AMD-Ryzen-5-4500U-with-Radeon-Graphics
CPU,YD180XBCAEWOF,AMD,Ryzen 7 1800X,178,76.5,61582,https://cpu.userbenchmark.com/AMD-Ryzen-7-1800X/Rating/3916
CPU,,Intel,Xeon W3680,179,76.4,3753,https://cpu.userbenchmark.com/SpeedTest/12335/IntelR-XeonR-CPU-----------W3680----333GHz
CPU,BX80677I57600T,Intel,Core i5-7600T,180,76.4,276,https://cpu.userbenchmark.com/SpeedTest/246226/IntelR-CoreTM-i5-7600T-CPU---280GHz
CPU,,Intel,Core i7 980,181,76.4,1712,https://cpu.userbenchmark.com/SpeedTest/3336/IntelR-CoreTM-i7-CPU---------980----333GHz
CPU,FH8067703417418,Intel,Core i7-8706G,182,76.3,153,https://cpu.userbenchmark.com/SpeedTest/518066/IntelR-CoreTM-i7-8706G-CPU---310GHz
CPU,YD1600BBAFBOX,AMD,Ryzen 5 1600AF,183,76.2,36004,https://cpu.userbenchmark.com/SpeedTest/563877/AMD-Ryzen-5-1600-Six-Core-Processor
CPU,BX80646I54690,Intel,Core i5-4690,184,76.2,54309,https://cpu.userbenchmark.com/Intel-Core-i5-4690/Rating/2311
CPU,CM8068403358913,Intel,Core i5-8400T,185,76.2,2154,https://cpu.userbenchmark.com/SpeedTest/475176/IntelR-CoreTM-i5-8400T-CPU---170GHz
CPU,,Intel,Core i7 X 980,186,76.1,5603,https://cpu.userbenchmark.com/SpeedTest/1822/IntelR-CoreTM-i7-CPU-------X-980----333GHz
CPU,YD192XA8AEWOF,AMD,Ryzen TR 1920X,187,76.1,6836,https://cpu.userbenchmark.com/AMD-Ryzen-TR-1920X/Rating/3934
CPU,YD190XA8AEWOF,AMD,Ryzen TR 1900X,188,76,3751,https://cpu.userbenchmark.com/SpeedTest/340638/AMD-Ryzen-Threadripper-1900X-8-Core-Processor
CPU,,Intel,Xeon E5-1650 0,189,75.9,6988,https://cpu.userbenchmark.com/SpeedTest/7093/IntelR-XeonR-CPU-E5-1650-0---320GHz
CPU,BX80646E31231V3,Intel,Xeon E3-1231 v3,190,75.9,14479,https://cpu.userbenchmark.com/SpeedTest/11040/IntelR-XeonR-CPU-E3-1231-v3---340GHz
CPU,YD2700BBAFBOX,AMD,Ryzen 7 2700,191,75.8,101840,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700/Rating/3957
CPU,,Intel,Core i7-5850HQ,192,75.8,44,https://cpu.userbenchmark.com/SpeedTest/35099/IntelR-CoreTM-i7-5850HQ-CPU---270GHz
CPU,,Intel,Core i5-2550K,193,75.8,2161,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz
CPU,BX80677I57500,Intel,Core i5-7500,194,75.6,105563,https://cpu.userbenchmark.com/Intel-Core-i5-7500/Rating/3648
CPU,BX80646E31246V3,Intel,Xeon E3-1246 v3,195,75.6,1749,https://cpu.userbenchmark.com/SpeedTest/11023/IntelR-XeonR-CPU-E3-1246-v3---350GHz
CPU,BX80646E31230V3,Intel,Xeon E3-1230 v3,196,75.6,6432,https://cpu.userbenchmark.com/SpeedTest/2171/IntelR-XeonR-CPU-E3-1230-v3---330GHz
CPU,BX80637I53570K,Intel,Core i5-3570K,197,75.5,164495,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316
CPU,BX80662I76700,Intel,Core i7-6700,198,75.5,195696,https://cpu.userbenchmark.com/Intel-Core-i7-6700/Rating/3515
CPU,,Intel,Core i5-4670,199,75.5,38052,https://cpu.userbenchmark.com/SpeedTest/630/IntelR-CoreTM-i5-4670-CPU---340GHz
CPU,YD195XA8AEWOF,AMD,Ryzen TR 1950X,200,75.5,17253,https://cpu.userbenchmark.com/AMD-Ryzen-TR-1950X/Rating/3932
CPU,BX80646I74770,Intel,Core i7-4770,201,75.5,118926,https://cpu.userbenchmark.com/Intel-Core-i7-4770/Rating/1978
CPU,,Intel,Core i5-9300H,202,75.4,61387,https://cpu.userbenchmark.com/SpeedTest/744904/IntelR-CoreTM-i5-9300H-CPU---240GHz
CPU,BX80623I72600K,Intel,Core i7-2600K,203,75.3,105215,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621
CPU,YD160XBCAEWOF,AMD,Ryzen 5 1600X,204,75.3,106340,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600X/Rating/3920
CPU,BX80623I72700K,Intel,Core i7-2700K,205,75.3,18489,https://cpu.userbenchmark.com/Intel-Core-i7-2700K/Rating/1985
CPU,,Intel,Xeon E5-2687W 0,206,75.2,619,https://cpu.userbenchmark.com/SpeedTest/8860/IntelR-XeonR-CPU-E5-2687W-0---310GHz
CPU,FH8068403419522,Intel,Core i5-8259U,207,75.1,1781,https://cpu.userbenchmark.com/SpeedTest/543736/IntelR-CoreTM-i5-8259U-CPU---230GHz
CPU,,Intel,Xeon E3-1270 V2,208,74.8,1979,https://cpu.userbenchmark.com/SpeedTest/11264/IntelR-XeonR-CPU-E3-1270-V2---350GHz
CPU,BX80662I56600,Intel,Core i5-6600,209,74.8,63534,https://cpu.userbenchmark.com/Intel-Core-i5-6600/Rating/3514
CPU,,Intel,Xeon E3-1275 V2,210,74.8,255,https://cpu.userbenchmark.com/SpeedTest/4507/IntelR-XeonR-CPU-E3-1275-V2---350GHz
CPU,,Intel,Xeon E3-1240 v3,211,74.7,1858,https://cpu.userbenchmark.com/SpeedTest/4602/IntelR-XeonR-CPU-E3-1240-v3---340GHz
CPU,,Intel,Core i5-4670S,212,74.7,1043,https://cpu.userbenchmark.com/SpeedTest/5523/IntelR-CoreTM-i5-4670S-CPU---310GHz
CPU,BX80633I74820K,Intel,Core i7-4820K,213,74.6,15112,https://cpu.userbenchmark.com/Intel-Core-i7-4820K/Rating/1675
CPU,,Intel,Core i7-1165G7,214,74.6,880,https://cpu.userbenchmark.com/SpeedTest/1195374/11th-Gen-IntelR-CoreTM-i7-1165G7---280GHz
CPU,BX80623I52500K,Intel,Core i5-2500K,215,74.6,135419,https://cpu.userbenchmark.com/Intel-Core-i5-2500K/Rating/619
CPU,,Intel,Core i7-7820HK,216,74.4,13819,https://cpu.userbenchmark.com/SpeedTest/224965/IntelR-CoreTM-i7-7820HK-CPU---290GHz
CPU,YD170XBCAEWOF,AMD,Ryzen 7 1700X,217,74.3,100883,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700X/Rating/3915
CPU,,Intel,Core i5-6600T,218,74.2,682,https://cpu.userbenchmark.com/SpeedTest/37851/IntelR-CoreTM-i5-6600T-CPU---270GHz
CPU,BX80637I73770,Intel,Core i7-3770,219,74.1,200378,https://cpu.userbenchmark.com/Intel-Core-i7-3770/Rating/1979
CPU,BX80677I77700T,Intel,Core i7-7700T,220,74,5054,https://cpu.userbenchmark.com/SpeedTest/232624/IntelR-CoreTM-i7-7700T-CPU---290GHz
CPU,,Intel,Xeon E5-2690 v2,221,74,537,https://cpu.userbenchmark.com/SpeedTest/13436/IntelR-XeonR-CPU-E5-2690-v2---300GHz
CPU,,Intel,Core i7-8705G,222,74,4464,https://cpu.userbenchmark.com/SpeedTest/453718/IntelR-CoreTM-i7-8705G-CPU---310GHz
CPU,,Intel,Core i7 970,223,73.9,2891,https://cpu.userbenchmark.com/SpeedTest/8374/IntelR-CoreTM-i7-CPU---------970----320GHz
CPU,,Intel,Core i7-3820,224,73.9,30975,https://cpu.userbenchmark.com/SpeedTest/739/IntelR-CoreTM-i7-3820-CPU---360GHz
CPU,,Intel,Core i7-4790S,225,73.8,10163,https://cpu.userbenchmark.com/SpeedTest/13424/IntelR-CoreTM-i7-4790S-CPU---320GHz
CPU,,Intel,Xeon E3-1245 v3,226,73.8,2002,https://cpu.userbenchmark.com/SpeedTest/4697/IntelR-XeonR-CPU-E3-1245-v3---340GHz
CPU,,Intel,Core i5-3570,227,73.8,72865,https://cpu.userbenchmark.com/SpeedTest/793/IntelR-CoreTM-i5-3570-CPU---340GHz
CPU,,Intel,Xeon E3-1245 V2,228,73.8,1404,https://cpu.userbenchmark.com/SpeedTest/5622/IntelR-XeonR-CPU-E3-1245-V2---340GHz
CPU,CL8068403373522,Intel,Core i5-8300H,229,73.8,108972,https://cpu.userbenchmark.com/SpeedTest/425634/IntelR-CoreTM-i5-8300H-CPU---230GHz
CPU,,Intel,Xeon E3-1220 v5,230,73.7,800,https://cpu.userbenchmark.com/SpeedTest/139116/IntelR-XeonR-CPU-E3-1220-v5---300GHz
CPU,BX80646I54590,Intel,Core i5-4590,231,73.7,103195,https://cpu.userbenchmark.com/Intel-Core-i5-4590/Rating/2604
CPU,,Intel,Xeon E3-1226 v3,232,73.7,1394,https://cpu.userbenchmark.com/SpeedTest/18482/IntelR-XeonR-CPU-E3-1226-v3---330GHz
CPU,,Intel,Core i7-4770S,233,73.6,9348,https://cpu.userbenchmark.com/SpeedTest/2123/IntelR-CoreTM-i7-4770S-CPU---310GHz
CPU,,Intel,Xeon E3-1240 V2,234,73.5,2777,https://cpu.userbenchmark.com/SpeedTest/5484/IntelR-XeonR-CPU-E3-1240-V2---340GHz
CPU,100-000000105,AMD,Ryzen 5 4600U,235,73.5,154,https://cpu.userbenchmark.com/SpeedTest/1152158/AMD-Ryzen-5-4600U-with-Radeon-Graphics
CPU,100-000000085,AMD,Ryzen 3 4300U,236,73.4,738,https://cpu.userbenchmark.com/SpeedTest/1135301/AMD-Ryzen-3-4300U-with-Radeon-Graphics
CPU,,Intel,Xeon E3-1265L v3,237,73.4,109,https://cpu.userbenchmark.com/SpeedTest/20266/IntelR-XeonR-CPU-E3-1265L-v3---250GHz
CPU,,Intel,Xeon E5-1620 v2,238,73.3,6815,https://cpu.userbenchmark.com/SpeedTest/8354/IntelR-XeonR-CPU-E5-1620-v2---370GHz
CPU,BX80646I54570,Intel,Core i5-4570,239,73.2,89181,https://cpu.userbenchmark.com/Intel-Core-i5-4570/Rating/2770
CPU,,Intel,Xeon E3-1230 V2,240,73.2,5240,https://cpu.userbenchmark.com/SpeedTest/652/IntelR-XeonR-CPU-E3-1230-V2---330GHz
CPU,,Intel,Core i5-3550,241,73.2,16866,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz
CPU,YD3400C5FHBOX,AMD,Ryzen 5 3400G,242,73,44617,https://cpu.userbenchmark.com/SpeedTest/825156/AMD-Ryzen-5-3400G-with-Radeon-Vega-Graphics
CPU,YD250XBBM4KAF,AMD,Ryzen 5 2500X,243,72.9,1154,https://cpu.userbenchmark.com/SpeedTest/567224/AMD-Ryzen-5-2500X-Quad-Core-Processor
CPU,CM8068403377415,Intel,Core i3-8100T,244,72.6,1037,https://cpu.userbenchmark.com/SpeedTest/509371/IntelR-CoreTM-i3-8100T-CPU---310GHz
CPU,,Intel,Xeon E31270,245,72.6,1980,https://cpu.userbenchmark.com/SpeedTest/5604/IntelR-XeonR-CPU-E31270---340GHz
CPU,CM8066201920202,Intel,Core i7-6700T,246,72.6,6507,https://cpu.userbenchmark.com/SpeedTest/36439/IntelR-CoreTM-i7-6700T-CPU---280GHz
CPU,,Intel,Xeon E3-1225 v3,247,72.5,3539,https://cpu.userbenchmark.com/SpeedTest/12983/IntelR-XeonR-CPU-E3-1225-v3---320GHz
CPU,,Intel,Core i7-1185G7,248,72.5,54,https://cpu.userbenchmark.com/SpeedTest/1268967/11th-Gen-IntelR-CoreTM-i7-1185G7---300GHz
CPU,BX80677I37320,Intel,Core i3-7320,249,72.4,337,https://cpu.userbenchmark.com/Intel-Core-i3-7320/Rating/3888
CPU,,Intel,Xeon X5660,250,72.4,4549,https://cpu.userbenchmark.com/SpeedTest/17750/IntelR-XeonR-CPU-----------X5660----280GHz
CPU,,Intel,Xeon E3-1220 v3,251,72.3,2779,https://cpu.userbenchmark.com/SpeedTest/5983/IntelR-XeonR-CPU-E3-1220-v3---310GHz
CPU,,Intel,Core i5-8305G,252,72.3,281,https://cpu.userbenchmark.com/SpeedTest/483074/IntelR-CoreTM-i5-8305G-CPU---280GHz
CPU,,Intel,Xeon W3570,253,72.2,345,https://cpu.userbenchmark.com/SpeedTest/12630/IntelR-XeonR-CPU-----------W3570----320GHz
CPU,YD1600BBAEBOX,AMD,Ryzen 5 1600,254,72.2,283888,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600/Rating/3919
CPU,,Intel,Core i7-3770S,255,72.2,5735,https://cpu.userbenchmark.com/SpeedTest/2218/IntelR-CoreTM-i7-3770S-CPU---310GHz
CPU,,Intel,Xeon E5-1620 0,256,72.1,11457,https://cpu.userbenchmark.com/SpeedTest/2930/IntelR-XeonR-CPU-E5-1620-0---360GHz
CPU,,Intel,Core i5-4590S,257,72.1,7909,https://cpu.userbenchmark.com/SpeedTest/13459/IntelR-CoreTM-i5-4590S-CPU---300GHz
CPU,,Intel,Core i7 975,258,72,2381,https://cpu.userbenchmark.com/SpeedTest/941/IntelR-CoreTM-i7-CPU---------975----333GHz
CPU,,Intel,Xeon X5650,259,71.9,10695,https://cpu.userbenchmark.com/SpeedTest/355/IntelR-XeonR-CPU-----------X5650----267GHz
CPU,BX80677I37350K,Intel,Core i3-7350K,260,71.9,2907,https://cpu.userbenchmark.com/Intel-Core-i3-7350K/Rating/3889
CPU,BX80623I72600,Intel,Core i7-2600,261,71.9,127028,https://cpu.userbenchmark.com/Intel-Core-i7-2600/Rating/620
CPU,,Intel,Xeon E3-1225 V2,262,71.8,1898,https://cpu.userbenchmark.com/SpeedTest/5015/IntelR-XeonR-CPU-E3-1225-V2---320GHz
CPU,BX80701G6400,Intel,Pentium Gold G6400,263,71.8,252,https://cpu.userbenchmark.com/SpeedTest/1221579/IntelR-PentiumR-Gold-G6400-CPU---400GHz
CPU,YD1700BBAEBOX,AMD,Ryzen 7 1700,264,71.8,160146,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700/Rating/3917
CPU,BX80677I57400,Intel,Core i5-7400,265,71.7,166005,https://cpu.userbenchmark.com/Intel-Core-i5-7400/Rating/3886
CPU,BX80662I56500,Intel,Core i5-6500,266,71.7,187651,https://cpu.userbenchmark.com/Intel-Core-i5-6500/Rating/3513
CPU,,Intel,Core i7-4790T,267,71.7,675,https://cpu.userbenchmark.com/SpeedTest/13586/IntelR-CoreTM-i7-4790T-CPU---270GHz
CPU,,Intel,Core i7-10710U,268,71.6,2968,https://cpu.userbenchmark.com/SpeedTest/900004/IntelR-CoreTM-i7-10710U-CPU---110GHz
CPU,,Intel,Core i7-4940MX,269,71.6,1619,https://cpu.userbenchmark.com/SpeedTest/9756/IntelR-CoreTM-i7-4940MX-CPU---310GHz
CPU,,Intel,Xeon E3-1240,270,71.6,1636,https://cpu.userbenchmark.com/SpeedTest/5243/IntelR-XeonR-CPU-E31240---330GHz
CPU,,Intel,Core i5-4570S,271,71.4,7097,https://cpu.userbenchmark.com/SpeedTest/5965/IntelR-CoreTM-i5-4570S-CPU---290GHz
CPU,BX80646I54460,Intel,Core i5-4460,272,71.4,190638,https://cpu.userbenchmark.com/Intel-Core-i5-4460/Rating/2310
CPU,BX80637I53470,Intel,Core i5-3470,273,71.4,149133,https://cpu.userbenchmark.com/Intel-Core-i5-3470/Rating/2771
CPU,,Intel,Core i5-2500,274,71.3,56387,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz
CPU,,Intel,Xeon E3-1220 V2,275,71.3,2209,https://cpu.userbenchmark.com/SpeedTest/3482/IntelR-XeonR-CPU-E3-1220-V2---310GHz
CPU,,Intel,Core i5-1135G7,276,71.3,443,https://cpu.userbenchmark.com/SpeedTest/1286124/11th-Gen-IntelR-CoreTM-i5-1135G7---240GHz
CPU,,Intel,Core i5-2450P,277,71.2,171,https://cpu.userbenchmark.com/SpeedTest/2795/IntelR-CoreTM-i5-2450P-CPU---320GHz
CPU,,Intel,Core i7-3940XM,278,71.2,1292,https://cpu.userbenchmark.com/SpeedTest/7092/IntelR-CoreTM-i7-3940XM-CPU---300GHz
CPU,YD3200C5FHBOX,AMD,Ryzen 3 3200G,279,71.2,46744,https://cpu.userbenchmark.com/SpeedTest/824486/AMD-Ryzen-3-3200G-with-Radeon-Vega-Graphics
CPU,,Intel,Core i7 965,280,71,1337,https://cpu.userbenchmark.com/SpeedTest/4036/IntelR-CoreTM-i7-CPU---------965----320GHz
CPU,,Intel,Core i5-8279U,281,71,150,https://cpu.userbenchmark.com/SpeedTest/807756/IntelR-CoreTM-i5-8279U-CPU---240GHz
CPU,,Intel,Core i7-7920HQ,282,71,940,https://cpu.userbenchmark.com/SpeedTest/243546/IntelR-CoreTM-i7-7920HQ-CPU---310GHz
CPU,,Intel,Core i7-6920HQ,283,71,2074,https://cpu.userbenchmark.com/SpeedTest/56225/IntelR-CoreTM-i7-6920HQ-CPU---290GHz
CPU,BX80677I37300,Intel,Core i3-7300,284,70.9,1233,https://cpu.userbenchmark.com/Intel-Core-i3-7300/Rating/3893
CPU,,Intel,Core i5-3450,285,70.9,25046,https://cpu.userbenchmark.com/SpeedTest/161/IntelR-CoreTM-i5-3450-CPU---310GHz
CPU,,Intel,Xeon E31230,286,70.7,1255,https://cpu.userbenchmark.com/SpeedTest/6750/IntelR-XeonR-CPU-E31230---320GHz
CPU,,Intel,Core i7 880,287,70.6,569,https://cpu.userbenchmark.com/SpeedTest/15321/IntelR-CoreTM-i7-CPU---------880----307GHz
CPU,,Intel,Xeon X5667,288,70.6,262,https://cpu.userbenchmark.com/SpeedTest/21709/IntelR-XeonR-CPU-----------X5667----307GHz
CPU,,Intel,Core i7-4770T,289,70.4,452,https://cpu.userbenchmark.com/SpeedTest/4415/IntelR-CoreTM-i7-4770T-CPU---250GHz
CPU,,Intel,Xeon E5-2630 v3,290,70.4,932,https://cpu.userbenchmark.com/SpeedTest/22651/IntelR-XeonR-CPU-E5-2630-v3---240GHz
CPU,,Intel,Core i5-10310U,291,70.3,655,https://cpu.userbenchmark.com/SpeedTest/1150155/IntelR-CoreTM-i5-10310U-CPU---170GHz
CPU,,Intel,Core i7-7700HQ,292,70.2,371605,https://cpu.userbenchmark.com/SpeedTest/211019/IntelR-CoreTM-i7-7700HQ-CPU---280GHz
CPU,,Intel,Xeon E3-1505M v6,293,70.2,2257,https://cpu.userbenchmark.com/SpeedTest/233404/IntelR-XeonR-CPU-E3-1505M-v6---300GHz
CPU,,Intel,Xeon E31225,294,70.1,2424,https://cpu.userbenchmark.com/SpeedTest/4210/IntelR-XeonR-CPU-E31225---310GHz
CPU,,Intel,Core i7 K 875,295,70.1,1865,https://cpu.userbenchmark.com/SpeedTest/476/IntelR-CoreTM-i7-CPU-------K-875----293GHz
CPU,,Intel,Core i7-4930MX,296,70,1040,https://cpu.userbenchmark.com/SpeedTest/2453/IntelR-CoreTM-i7-4930MX-CPU---300GHz
CPU,,Intel,Xeon E5-2643 0,297,70,690,https://cpu.userbenchmark.com/SpeedTest/3389/IntelR-XeonR-CPU-E5-2643-0---330GHz
CPU,BX80646I54440,Intel,Core i5-4440,298,70,61162,https://cpu.userbenchmark.com/Intel-Core-i5-4440/Rating/1993
CPU,BX80677I57500T,Intel,Core i5-7500T,299,70,3254,https://cpu.userbenchmark.com/SpeedTest/218898/IntelR-CoreTM-i5-7500T-CPU---270GHz
CPU,,Intel,Xeon X3470,300,69.8,5900,https://cpu.userbenchmark.com/SpeedTest/24530/IntelR-XeonR-CPU-----------X3470----293GHz
CPU,BX80684G5600,Intel,Pentium Gold G5600,301,69.8,538,https://cpu.userbenchmark.com/SpeedTest/469126/IntelR-PentiumR-Gold-G5600-CPU---390GHz
CPU,,Intel,Core i7-6820HK,302,69.7,14190,https://cpu.userbenchmark.com/SpeedTest/36404/IntelR-CoreTM-i7-6820HK-CPU---270GHz
CPU,,Intel,Core i5-3475S,303,69.7,930,https://cpu.userbenchmark.com/SpeedTest/10117/IntelR-CoreTM-i5-3475S-CPU---290GHz
CPU,,Intel,Xeon E31220,304,69.6,1969,https://cpu.userbenchmark.com/SpeedTest/6171/IntelR-XeonR-CPU-E31220---310GHz
CPU,BX80637I53450S,Intel,Core i5-3450S,305,69.5,1187,https://cpu.userbenchmark.com/SpeedTest/2071/IntelR-CoreTM-i5-3450S-CPU---280GHz
CPU,BX80662I36320,Intel,Core i3-6320,306,69.5,1391,https://cpu.userbenchmark.com/Intel-Core-i3-6320/Rating/3535
CPU,,Intel,Core i7-5700HQ,307,69.4,11344,https://cpu.userbenchmark.com/SpeedTest/30103/IntelR-CoreTM-i7-5700HQ-CPU---270GHz
CPU,BX80647I74900MQ,Intel,Core i7-4900MQ,308,69.4,4816,https://cpu.userbenchmark.com/Intel-Core-i7-4900MQ/Rating/1994
CPU,BX80701G6500,Intel,Pentium Gold G6500,309,69.4,3,https://cpu.userbenchmark.com/SpeedTest/1323006/IntelR-PentiumR-Gold-G6500-CPU---410GHz
CPU,,Intel,Core i5-3470S,310,69.3,9893,https://cpu.userbenchmark.com/SpeedTest/6387/IntelR-CoreTM-i5-3470S-CPU---290GHz
CPU,BX80623I52400,Intel,Core i5-2400,311,69.2,117870,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803
CPU,,Intel,Core i7-7820HQ,312,69.1,8991,https://cpu.userbenchmark.com/SpeedTest/185229/IntelR-CoreTM-i7-7820HQ-CPU---290GHz
CPU,,Intel,Core i3-7101E,313,69.1,10,https://cpu.userbenchmark.com/SpeedTest/325269/IntelR-CoreTM-i3-7101E-CPU---390GHz
CPU,,Intel,Xeon X5570,314,69,1093,https://cpu.userbenchmark.com/SpeedTest/12230/IntelR-XeonR-CPU-----------X5570----293GHz
CPU,,Intel,Core i5-4430,315,68.8,18960,https://cpu.userbenchmark.com/SpeedTest/1920/IntelR-CoreTM-i5-4430-CPU---300GHz
CPU,,Intel,Core i7-3920XM,316,68.8,582,https://cpu.userbenchmark.com/SpeedTest/5061/IntelR-CoreTM-i7-3920XM-CPU---290GHz
CPU,,Intel,Core i5-3340,317,68.7,6199,https://cpu.userbenchmark.com/SpeedTest/2710/IntelR-CoreTM-i5-3340-CPU---310GHz
CPU,,Intel,Core i7 870,318,68.7,26095,https://cpu.userbenchmark.com/SpeedTest/961/IntelR-CoreTM-i7-CPU---------870----293GHz
CPU,BX80684G5500,Intel,Pentium Gold G5500,319,68.7,651,https://cpu.userbenchmark.com/SpeedTest/484140/IntelR-PentiumR-Gold-G5500-CPU---380GHz
CPU,FD9590FHHKWOF,AMD,FX-9590,320,68.7,16611,https://cpu.userbenchmark.com/AMD-FX-9590/Rating/1812
CPU,BX80621E52670,Intel,Xeon E5-2670,321,68.6,3217,https://cpu.userbenchmark.com/SpeedTest/18501/IntelR-XeonR-CPU-E5-2670-0---260GHz
CPU,,Intel,Core i5-4460S,322,68.6,7740,https://cpu.userbenchmark.com/SpeedTest/14679/IntelR-CoreTM-i5-4460S-CPU---290GHz
CPU,,Intel,Core i5-3350P,323,68.6,17495,https://cpu.userbenchmark.com/SpeedTest/3018/IntelR-CoreTM-i5-3350P-CPU---310GHz
CPU,YD150XBBAEBOX,AMD,Ryzen 5 1500X,324,68.4,44715,https://cpu.userbenchmark.com/AMD-Ryzen-5-1500X/Rating/3921
CPU,YD2200C5FBBOX,AMD,Ryzen 3 2200G,325,68.3,121335,https://cpu.userbenchmark.com/SpeedTest/441832/AMD-Ryzen-3-2200G-with-Radeon-Vega-Graphics
CPU,,Intel,Xeon W3565,326,68.3,5548,https://cpu.userbenchmark.com/SpeedTest/6324/IntelR-XeonR-CPU-----------W3565----320GHz
CPU,,Intel,Core i5-2320,327,68.3,26485,https://cpu.userbenchmark.com/SpeedTest/1735/IntelR-CoreTM-i5-2320-CPU---300GHz
CPU,,Intel,Core i7-6820HQ,328,68.3,20935,https://cpu.userbenchmark.com/SpeedTest/43500/IntelR-CoreTM-i7-6820HQ-CPU---270GHz
CPU,,Intel,Core i7 960,329,68.2,12617,https://cpu.userbenchmark.com/SpeedTest/778/IntelR-CoreTM-i7-CPU---------960----320GHz
CPU,,Intel,Xeon X3460,330,68.2,645,https://cpu.userbenchmark.com/SpeedTest/3739/IntelR-XeonR-CPU-----------X3460----280GHz
CPU,,Intel,Xeon L5639,331,68.1,69,https://cpu.userbenchmark.com/SpeedTest/5958/IntelR-XeonR-CPU-----------L5639----213GHz
CPU,BX80662I56400,Intel,Core i5-6400,332,68.1,129416,https://cpu.userbenchmark.com/Intel-Core-i5-6400/Rating/3512
CPU,,Intel,Core i7-4960HQ,333,67.9,240,https://cpu.userbenchmark.com/SpeedTest/9629/IntelR-CoreTM-i7-4960HQ-CPU---260GHz
CPU,,Intel,Core i7-2600S,334,67.8,2223,https://cpu.userbenchmark.com/SpeedTest/6489/IntelR-CoreTM-i7-2600S-CPU---280GHz
CPU,,Intel,Core i5-7300HQ,335,67.7,124705,https://cpu.userbenchmark.com/SpeedTest/223877/IntelR-CoreTM-i5-7300HQ-CPU---250GHz
CPU,BX80662I36300,Intel,Core i3-6300,336,67.7,3180,https://cpu.userbenchmark.com/Intel-Core-i3-6300/Rating/3536
CPU,BX80646I34370,Intel,Core i3-4370,337,67.6,1422,https://cpu.userbenchmark.com/Intel-Core-i3-4370/Rating/2817
CPU,,Intel,Core i7-3840QM,338,67.6,3343,https://cpu.userbenchmark.com/SpeedTest/2451/IntelR-CoreTM-i7-3840QM-CPU---280GHz
CPU,,Intel,Xeon X5560,339,67.6,422,https://cpu.userbenchmark.com/SpeedTest/16614/IntelR-XeonR-CPU-----------X5560----280GHz
CPU,,Intel,Core i7-4810MQ,340,67.4,19286,https://cpu.userbenchmark.com/SpeedTest/7168/IntelR-CoreTM-i7-4810MQ-CPU---280GHz
CPU,BX80677G4620,Intel,Pentium G4620,341,67.4,2626,https://cpu.userbenchmark.com/Intel-Pentium-G4620/Rating/3895
CPU,,Intel,Core i7-10510U,342,67.3,23181,https://cpu.userbenchmark.com/SpeedTest/891469/IntelR-CoreTM-i7-10510U-CPU---180GHz
CPU,YD2400C5FBBOX,AMD,Ryzen 5 2400G,343,67.2,91218,https://cpu.userbenchmark.com/SpeedTest/433194/AMD-Ryzen-5-2400G-with-Radeon-Vega-Graphics
CPU,BX80601950,Intel,Core i7-950,344,67.2,32633,https://cpu.userbenchmark.com/Intel-Core-i7-950/Rating/617
CPU,,Intel,Xeon W3550,345,67.2,5323,https://cpu.userbenchmark.com/SpeedTest/3628/IntelR-XeonR-CPU-----------W3550----307GHz
CPU,,Intel,Core i7-4910MQ,346,67.2,4018,https://cpu.userbenchmark.com/SpeedTest/9700/IntelR-CoreTM-i7-4910MQ-CPU---290GHz
CPU,YD130XBBAEBOX,AMD,Ryzen 3 1300X,347,67.1,30816,https://cpu.userbenchmark.com/AMD-Ryzen-3-1300X/Rating/3930
CPU,,Intel,Core i5-3330,348,67.1,39977,https://cpu.userbenchmark.com/SpeedTest/10/IntelR-CoreTM-i5-3330-CPU---300GHz
CPU,,Intel,Xeon X3450,349,67.1,2226,https://cpu.userbenchmark.com/SpeedTest/10439/IntelR-XeonR-CPU-----------X3450----267GHz
CPU,,Intel,Core i7-4700HQ,350,67.1,36461,https://cpu.userbenchmark.com/Intel-Core-i7-4700HQ/Rating/2728
CPU,,Intel,Core i5-4570R,351,67,764,https://cpu.userbenchmark.com/SpeedTest/6445/IntelR-CoreTM-i5-4570R-CPU---270GHz
CPU,,Intel,Core i7-4720HQ,352,66.9,62337,https://cpu.userbenchmark.com/SpeedTest/20045/IntelR-CoreTM-i7-4720HQ-CPU---260GHz
